Temperature    Energy         Energy2        Magnetization  Magnetization2 Heat Capacity  Susceptibility 
7.79           -0.58222222    1.5555556      0.54888889     0.44444444     0.08019055     0.073512417    
7.8            -0.52444444    1.4577778      0.53777778     0.42555556     0.077760408    0.069923393    
7.81           -0.47111111    1.2977778      0.50666667     0.39333333     0.070550878    0.069972969    
7.82           -0.61777778    1.4133333      0.54777778     0.43944444     0.06748281     0.071296138    
7.83           -0.57333333    1.4488889      0.53222222     0.42833333     0.073084187    0.074111285    
7.84           -0.55555556    1.5022222      0.53777778     0.43222222     0.077674683    0.072968002    
7.85           -0.48888889    1.3333333      0.52222222     0.40555556     0.071033859    0.06768892     
7.86           -0.46222222    1.2977778      0.49333333     0.38555556     0.070193293    0.072355103    
7.87           -0.56888889    1.4577778      0.53333333     0.42888889     0.073245074    0.07341522     
7.88           -0.57333333    1.3066667      0.53555556     0.42111111     0.062997987    0.068168202    
7.89           -0.52444444    1.4755556      0.53555556     0.42555556     0.077138833    0.070335008    
7.9            -0.57333333    1.4311111      0.52666667     0.42444444     0.070655344    0.074464135    
7.91           -0.47111111    1.3333333      0.48777778     0.38611111     0.071051392    0.074934994    
7.92           -0.56          1.3866667      0.53333333     0.42333333     0.068428392    0.070145903    
7.93           -0.61777778    1.4311111      0.54777778     0.44055556     0.06675445     0.070867623    
7.94           -0.58222222    1.4133333      0.51222222     0.41722222     0.068165563    0.078010387    
7.95           -0.60888889    1.4133333      0.56111111     0.445          0.06598395     0.065486451    
7.96           -0.54222222    1.4222222      0.54444444     0.42888889     0.07122404     0.066567405    
7.97           -0.48888889    1.2088889      0.51222222     0.39277778     0.061074484    0.065448518    
7.98           -0.63555556    1.4844444      0.56333333     0.45388889     0.06787103     0.068443331    
7.99           -0.58666667    1.3688889      0.54           0.42888889     0.064204856    0.068730357    
8              -0.55555556    1.3777778      0.51           0.41055556     0.066820988    0.075227778    
8.01           -0.46222222    1.3155556      0.48777778     0.38388889     0.068697285    0.072889752    
8.02           -0.49777778    1.4577778      0.5            0.40333333     0.075247981    0.076475478    
8.03           -0.44888889    1.2711111      0.47444444     0.37277778     0.066352044    0.073564257    
8.04           -0.49777778    1.2977778      0.51888889     0.40277778     0.064973334    0.06643388     
8.05           -0.63555556    1.5022222      0.55444444     0.45055556     0.067793147    0.071128901    
8.06           -0.41777778    1.2266667      0.50666667     0.38222222     0.064782641    0.062288393    
8.07           -0.49333333    1.3422222      0.52666667     0.40888889     0.067491509    0.065185185    
8.08           -0.49777778    1.4044444      0.51555556     0.40777778     0.070866933    0.070287251    
8.09           -0.48444444    1.2355556      0.49444444     0.385          0.061170249    0.069480688    
8.1            -0.47111111    1.2444444      0.49111111     0.38222222     0.062337983    0.069645481    
8.11           -0.53777778    1.2711111      0.52888889     0.41111111     0.059715665    0.064802789    
8.12           -0.59555556    1.5111111      0.56222222     0.45           0.070156076    0.065963632    
8.13           -0.42666667    1.2977778      0.49777778     0.38333333     0.067521069    0.066691571    
8.14           -0.44888889    1.2355556      0.50111111     0.38388889     0.062424423    0.065246459    
8.15           -0.43555556    1.2266667      0.48111111     0.37166667     0.062446191    0.06880921     
8.16           -0.57777778    1.3333333      0.54111111     0.42611111     0.060043383    0.065347979    
8.17           -0.50222222    1.3422222      0.51444444     0.40388889     0.065319133    0.068169304    
8.18           -0.47555556    1.4133333      0.50444444     0.4            0.070969222    0.071166652    
8.19           -0.50666667    1.3333333      0.50222222     0.39777778     0.06420303     0.071086993    
8.2            -0.51555556    1.3866667      0.52           0.41111111     0.066678711    0.068639566    
8.21           -0.61333333    1.44           0.57222222     0.45277778     0.06313101     0.061066751    
8.22           -0.48888889    1.3866667      0.51           0.40277778     0.067940299    0.069429576    
8.23           -0.54666667    1.52           0.53333333     0.43           0.072115947    0.070743891    
8.24           -0.56          1.3511111      0.51888889     0.41388889     0.061122108    0.07021515     
8.25           -0.49333333    1.3066667      0.53222222     0.40944444     0.062488971    0.061180097    
8.26           -0.49333333    1.2711111      0.50666667     0.39444444     0.060253231    0.066698951    
8.27           -0.57333333    1.4133333      0.53666667     0.42833333     0.063434785    0.067870482    
8.28           -0.42666667    1.2266667      0.46888889     0.36444444     0.060947876    0.069849108    
8.29           -0.49333333    1.2888889      0.53444444     0.40944444     0.060852662    0.059741173    
8.3            -0.45333333    1.2088889      0.52555556     0.395          0.058259705    0.057248847    
8.31           -0.47555556    1.2711111      0.48777778     0.38277778     0.060528065    0.069723522    
8.32           -0.46222222    1.3155556      0.50555556     0.39277778     0.063673387    0.065957384    
8.33           -0.46222222    1.1733333      0.51666667     0.38944444     0.055322044    0.058823529    
8.34           -0.47111111    1.3511111      0.51444444     0.40055556     0.06493599     0.06518104     
8.35           -0.46222222    1.3511111      0.50222222     0.39333333     0.065256508    0.067595771    
8.36           -0.42222222    1.36           0.48333333     0.37944444     0.067634005    0.069776715    
8.37           -0.45777778    1.36           0.49555556     0.39           0.065686007    0.069020163    
8.38           -0.52444444    1.2977778      0.52777778     0.41055556     0.058255296    0.063010106    
8.39           -0.53333333    1.44           0.51555556     0.41444444     0.065663934    0.070868612    
8.4            -0.54666667    1.4844444      0.54444444     0.43333333     0.067210884    0.065196943    
8.41           -0.42222222    1.2177778      0.50555556     0.38166667     0.058788865    0.059966824    
8.42           -0.44          1.3066667      0.51333333     0.39333333     0.062799616    0.061673265    
8.43           -0.59555556    1.5822222      0.53           0.43833333     0.069093789    0.074701463    
8.44           -0.45333333    1.28           0.51555556     0.39444444     0.060336071    0.060970101    
8.45           -0.49333333    1.36           0.49888889     0.39611111     0.062553677    0.069690408    
8.46           -0.51111111    1.3244444      0.52777778     0.41055556     0.059420769    0.062414266    
8.47           -0.60444444    1.5288889      0.53444444     0.43833333     0.064874335    0.072114507    
8.48           -0.44444444    1.2622222      0.51222222     0.39055556     0.05922322     0.060464128    
8.49           -0.40888889    1.1022222      0.48555556     0.36277778     0.051888502    0.059841498    
8.5            -0.43111111    1.2            0.50222222     0.38           0.056146337    0.060128395    
8.51           -0.44888889    1.3955556      0.52           0.40333333     0.065951542    0.062483353    
8.52           -0.46222222    1.2444444      0.48333333     0.37722222     0.056800627    0.067423057    
8.53           -0.50666667    1.3866667      0.53555556     0.41777778     0.062118833    0.061410563    
8.54           -0.58666667    1.4933333      0.55           0.44166667     0.063026483    0.06518345     
8.55           -0.50222222    1.36           0.50666667     0.40111111     0.060614772    0.067555556    
8.56           -0.48888889    1.3333333      0.49           0.38944444     0.059738896    0.069787124    
8.57           -0.51555556    1.2266667      0.51111111     0.39666667     0.052331429    0.063212181    
8.58           -0.50666667    1.3866667      0.51           0.405          0.061396947    0.067552448    
8.59           -0.48888889    1.3511111      0.50777778     0.39944444     0.060286077    0.065940011    
8.6            -0.46222222    1.44           0.52444444     0.41           0.066325074    0.062771174    
8.61           -0.49333333    1.2177778      0.50333333     0.38944444     0.052576414    0.063228804    
8.62           -0.42666667    1.2444444      0.49           0.37611111     0.057191768    0.063114205    
8.63           -0.46222222    1.2444444      0.51333333     0.39222222     0.055361867    0.059657525    
8.64           -0.49777778    1.3155556      0.50111111     0.395          0.057215194    0.066614655    
8.65           -0.48          1.3688889      0.52444444     0.40777778     0.060863451    0.061380718    
8.66           -0.48          1.3155556      0.50111111     0.39277778     0.057878358    0.06543438     
8.67           -0.42666667    1.3333333      0.48555556     0.37944444     0.061264107    0.066288465    
8.68           -0.40888889    1.2088889      0.48111111     0.36722222     0.055304783    0.062559595    
8.69           -0.47555556    1.2888889      0.49222222     0.38611111     0.05629188     0.066204094    
8.7            -0.52          1.3777778      0.52           0.41111111     0.058521748    0.064694764    
8.71           -0.53333333    1.44           0.53777778     0.42555556     0.060927662    0.062617964    
8.72           -0.48888889    1.2622222      0.51111111     0.39555556     0.053825955    0.061615132    
8.73           -0.41777778    1.2444444      0.49222222     0.37611111     0.056153547    0.061318852    
8.74           -0.50666667    1.3688889      0.50444444     0.40111111     0.058238655    0.067115292    
8.75           -0.43555556    1.0844444      0.47111111     0.35777778     0.046745381    0.062094674    
8.76           -0.51111111    1.2888889      0.52666667     0.40777778     0.053567186    0.059543379    
8.77           -0.40444444    1.1288889      0.49333333     0.36777778     0.050202948    0.056738883    
8.78           -0.44888889    1.2888889      0.5            0.38666667     0.056422894    0.062262718    
8.79           -0.53333333    1.5111111      0.53           0.42611111     0.063505129    0.066080142    
8.8            -0.44888889    1.3422222      0.49           0.385          0.058921539    0.065863636    
8.81           -0.44444444    1.3866667      0.49555556     0.39           0.061282945    0.065573072    
8.82           -0.40444444    1.1822222      0.47333333     0.36111111     0.052377709    0.062161754    
8.83           -0.35111111    1.1822222      0.44888889     0.34222222     0.054326441    0.063746767    
8.84           -0.48444444    1.3244444      0.50666667     0.39666667     0.055780903    0.063328306    
8.85           -0.42666667    1.2088889      0.48222222     0.37           0.052441863    0.062129595    
8.86           -0.46666667    1.36           0.50666667     0.39666667     0.058202703    0.063185352    
8.87           -0.46666667    1.2888889      0.47888889     0.37833333     0.054456193    0.067192228    
8.88           -0.4           1.1022222      0.49444444     0.36611111     0.047795543    0.054790902    
8.89           -0.31111111    1.2622222      0.44555556     0.34055556     0.058985253    0.063908123    
8.9            -0.41333333    1.2355556      0.50555556     0.38166667     0.0537665      0.05666528     
8.91           -0.49333333    1.36           0.52           0.40666667     0.056261441    0.06117471     
8.92           -0.49333333    1.3066667      0.51444444     0.40055556     0.053454166    0.060942811    
8.93           -0.37777778    1.0933333      0.48333333     0.35722222     0.047682913    0.055368919    
8.94           -0.41777778    1.3511111      0.49111111     0.38222222     0.058884877    0.06310161     
8.95           -0.51111111    1.2888889      0.51111111     0.4            0.051316966    0.06201807     
8.96           -0.44          1.1288889      0.5            0.37555556     0.046600411    0.056051587    
8.97           -0.4           1.3155556      0.48444444     0.37444444     0.057446812    0.062322419    
8.98           -0.44          1.2177778      0.50444444     0.38333333     0.050802217    0.057402733    
8.99           -0.56          1.44           0.52666667     0.42333333     0.055748508    0.064941293    
9              -0.46666667    1.3955556      0.50222222     0.39666667     0.058161866    0.064195336    
9.01           -0.48888889    1.3511111      0.51333333     0.40222222     0.05479662     0.061580959    
9.02           -0.44          1.1644444      0.50777778     0.38166667     0.047730564    0.054912814    
9.03           -0.52444444    1.3333333      0.51333333     0.40555556     0.051914627    0.062921127    
9.04           -0.52          1.3422222      0.52           0.40888889     0.052462126    0.061278269    
9.05           -0.47555556    1.2            0.50888889     0.38888889     0.047561279    0.057423641    
9.06           -0.53333333    1.3333333      0.52222222     0.41111111     0.051113201    0.061101573    
9.07           -0.49333333    1.3066667      0.51333333     0.4            0.051700732    0.060193556    
9.08           -0.47111111    1.2622222      0.50666667     0.39111111     0.050470441    0.059207048    
9.09           -0.45333333    1.1555556      0.51111111     0.38444444     0.045991349    0.054217767    
9.1            -0.38222222    1.1733333      0.47888889     0.36055556     0.049619104    0.057679555    
9.11           -0.40444444    1.2            0.49           0.37055556     0.049952932    0.057280156    
9.12           -0.41333333    1.3244444      0.48222222     0.37555556     0.055478609    0.062726879    
9.13           -0.45777778    1.2533333      0.51           0.39055556     0.050086932    0.057154679    
9.14           -0.42666667    1.2266667      0.48222222     0.37111111     0.050018062    0.060644569    
9.15           -0.44          1.2711111      0.49           0.37944444     0.051480121    0.060915604    
9.16           -0.57333333    1.4311111      0.54555556     0.43388889     0.052554299    0.059501321    
9.17           -0.39111111    1.3155556      0.48777778     0.375          0.055302788    0.05979186     
9.18           -0.45333333    1.1555556      0.50333333     0.38055556     0.045093978    0.055429678    
9.19           -0.53777778    1.4133333      0.52666667     0.41888889     0.053240838    0.06159352     
9.2            -0.38222222    1.12           0.47555556     0.35555556     0.046025812    0.056261943    
9.21           -0.39111111    1.2088889      0.48777778     0.36833333     0.049793443    0.056636774    
9.22           -0.51111111    1.4488889      0.50555556     0.40722222     0.055884092    0.065785598    
9.23           -0.43111111    1.3955556      0.49666667     0.38944444     0.056798102    0.061870711    
9.24           -0.38666667    1.1288889      0.48888889     0.36333333     0.045884531    0.053818609    
9.25           -0.40888889    1.2266667      0.46222222     0.35888889     0.049529948    0.062806273    
9.26           -0.42222222    1.2711111      0.48666667     0.37555556     0.050979363    0.059918407    
9.27           -0.51111111    1.2            0.52222222     0.4            0.043697603    0.054922956    
9.28           -0.45333333    1.1911111      0.48666667     0.37444444     0.045778835    0.059310345    
9.29           -0.53777778    1.3777778      0.51888889     0.41277778     0.050452891    0.061800688    
9.3            -0.51555556    1.28           0.51           0.39944444     0.046904959    0.059933094    
9.31           -0.43555556    1.2266667      0.48888889     0.37555556     0.047854392    0.058665181    
9.32           -0.46222222    1.2622222      0.49555556     0.38444444     0.048286616    0.059600487    
9.33           -0.42666667    1.2977778      0.49444444     0.38166667     0.051269267    0.058817302    
9.34           -0.51555556    1.3511111      0.51222222     0.405          0.04976471     0.061082824    
9.35           -0.35555556    1.2088889      0.46888889     0.35444444     0.049528171    0.057577606    
9.36           -0.36888889    1.1288889      0.47555556     0.35444444     0.045328817    0.054825367    
9.37           -0.48888889    1.28           0.50555556     0.39388889     0.04742708     0.059040542    
9.38           -0.43111111    1.3244444      0.50888889     0.39111111     0.05176316     0.056351049    
9.39           -0.40444444    1.1822222      0.47333333     0.36111111     0.046211757    0.058388356    
9.4            -0.41333333    1.1644444      0.49444444     0.37166667     0.044979629    0.054123982    
9.41           -0.44888889    1.1644444      0.49777778     0.37777778     0.043499215    0.055258262    
9.42           -0.39555556    1.1644444      0.48222222     0.36333333     0.045437058    0.055539304    
9.43           -0.42666667    1.28           0.49           0.37833333     0.049387992    0.05863556     
9.44           -0.39555556    1.1288889      0.49777778     0.36888889     0.043648767    0.051316175    
9.45           -0.44          1.2355556      0.48666667     0.37555556     0.046670835    0.058713698    
9.46           -0.42222222    1.3777778      0.47666667     0.37722222     0.053614246    0.063429645    
9.47           -0.42222222    1.2355556      0.50111111     0.38055556     0.047157598    0.054675062    
9.48           -0.46666667    1.2888889      0.49222222     0.385          0.047673588    0.060218263    
9.49           -0.39111111    0.96           0.45777778     0.33777778     0.035844157    0.054043112    
9.5            -0.41777778    1.28           0.48333333     0.37388889     0.048995534    0.059064327    
9.51           -0.39111111    1.2266667      0.48111111     0.36611111     0.04748773     0.056632265    
9.52           -0.49333333    1.36           0.49666667     0.395          0.049282458    0.062320261    
9.53           -0.54222222    1.4222222      0.51222222     0.41277778     0.049689765    0.063129558    
9.54           -0.48888889    1.3511111      0.53222222     0.41166667     0.048877232    0.053839066    
9.55           -0.35555556    1.1377778      0.44888889     0.34           0.044356592    0.058009954    
9.56           -0.39555556    1.2711111      0.48777778     0.37277778     0.048784463    0.056422852    
9.57           -0.40888889    1.28           0.49111111     0.37666667     0.04860233     0.056625514    
9.58           -0.36888889    1.0577778      0.46111111     0.34277778     0.040171494    0.054344184    
9.59           -0.37777778    1.2711111      0.45           0.35166667     0.049077672    0.062217588    
9.6            -0.39111111    1.2444444      0.48111111     0.36722222     0.047373114    0.0565643      
9.61           -0.48          1.3155556      0.50555556     0.395          0.047000796    0.058028545    
9.62           -0.35555556    1.28           0.45777778     0.35333333     0.049860618    0.059780806    
9.63           -0.45333333    1.0844444      0.49888889     0.37388889     0.037910835    0.051920567    
9.64           -0.42666667    1.1911111      0.48666667     0.37111111     0.043433596    0.05571231     
9.65           -0.35111111    1.1288889      0.46222222     0.34555556     0.043195141    0.054676134    
9.66           -0.44          1.36           0.51           0.395          0.049998071    0.055859213    
9.67           -0.40888889    1.3333333      0.48888889     0.37888889     0.049883731    0.057859997    
9.68           -0.45333333    1.2444444      0.50666667     0.38777778     0.04435034     0.05415978     
9.69           -0.54222222    1.44           0.53333333     0.42444444     0.048819709    0.057791538    
9.7            -0.39555556    1.2533333      0.49111111     0.37333333     0.046630636    0.054492045    
9.71           -0.36          1.1644444      0.46888889     0.35222222     0.043903243    0.054527469    
9.72           -0.43111111    1.2177778      0.49777778     0.37888889     0.043689181    0.053953158    
9.73           -0.46222222    1.28           0.51222222     0.39388889     0.045054102    0.054066715    
9.74           -0.31555556    1.2            0.44222222     0.33555556     0.046398336    0.057492838    
9.75           -0.33333333    1.1111111      0.46444444     0.34333333     0.042077581    0.052358848    
9.76           -0.36444444    1.1911111      0.47666667     0.35833333     0.044439136    0.053738616    
9.77           -0.39555556    1.2            0.47888889     0.36388889     0.043729873    0.05508877     
9.78           -0.42222222    1.1822222      0.47666667     0.365          0.041985046    0.056355374    
9.79           -0.46222222    1.28           0.51888889     0.39722222     0.044503548    0.05228868     
9.8            -0.43555556    1.2977778      0.49444444     0.38277778     0.046150318    0.056449987    
9.81           -0.38666667    1.1644444      0.44444444     0.34333333     0.04218514     0.059450548    
9.82           -0.40444444    1.3066667      0.48888889     0.37666667     0.04741524     0.056071007    
9.83           -0.44888889    1.2711111      0.51666667     0.39388889     0.044277018    0.051655929    
9.84           -0.34222222    1.2            0.46888889     0.35222222     0.04473544     0.053807086    
9.85           -0.38222222    1.3333333      0.47888889     0.37055556     0.048946976    0.057348624    
9.86           -0.41333333    1.3066667      0.50222222     0.38444444     0.046732232    0.053637843    
9.87           -0.47111111    1.2088889      0.48333333     0.37611111     0.040524517    0.05775076     
9.88           -0.51111111    1.3777778      0.49333333     0.39666667     0.045753217    0.062060279    
9.89           -0.45777778    1.2888889      0.48333333     0.37944444     0.04413885     0.058982137    
9.9            -0.48          1.3155556      0.52888889     0.40666667     0.044287544    0.051290186    
9.91           -0.38222222    1.0844444      0.49333333     0.36222222     0.038218869    0.047969503    
9.92           -0.40888889    1.2977778      0.48444444     0.37444444     0.045955859    0.056354042    
9.93           -0.31555556    1.0933333      0.45111111     0.33333333     0.040312724    0.052298932    
9.94           -0.47111111    1.3155556      0.51           0.39611111     0.04427409     0.054732841    
9.95           -0.38666667    1.0755556      0.46555556     0.34833333     0.037414992    0.052901048    
9.96           -0.35555556    1.1555556      0.44555556     0.33944444     0.041496742    0.056596262    
9.97           -0.34222222    1.2            0.46444444     0.35           0.043576424    0.053878178    
9.98           -0.45777778    1.2888889      0.49777778     0.38666667     0.043346348    0.05566491     
9.99           -0.38666667    1.2533333      0.50888889     0.38111111     0.044241327    0.04890619     
10             -0.42222222    1.1822222      0.49444444     0.37388889     0.040158025    0.051765432    
10.01          -0.44444444    1.28           0.50333333     0.38722222     0.043212298    0.053497613    
